OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0040835-EFF,CO0040835 Loveland Ski Area WWTP Effluent,Facility Privately Owned Non-industrial,Discharges to Clear Creek,10190004,,,,,39.6874010000,-105.8820040000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,019,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0040959-EFF,CO0040959 Town of Hayden Disch 001A Effluent,Facility Municipal Sewage (POTW),Discharge Point 001A/B for CO-0040959,14050001,,,,,40.4985230000,-107.2730350000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,107,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0040975-EFF,Town of Antonito WWTF Effluent,Facility Municipal Sewage (POTW),Town of Antonito WWTF Effluent Discharge to Rio Grande River,13010005,,,,,37.0648090000,-106.0061170000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,021,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041068-EFF,CO0041068 Idaho Springs Discharge Point 001A,Facility Municipal Sewage (POTW),,10190004,,,,,39.7437000000,-105.4777000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,019,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041092-D/S,Cherry Creek Downstream of CO0041092 Pinery Water and Waste District,River/Stream,"At the USGS stream gage 393109104464500, 1100ft downstream of Sulphur Gulch, on the right bank of Cherry Creek",10190003,,,,,39.5193000000,-104.7793000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041092-EFF,CO0041092 Pinery Water and Waste WWTF Effluent,Facility Municipal Sewage (POTW),"Effluent discharge, following UV disinfection and prior to mixing with Cherry Creek",10190003,,,,,39.4636000000,-104.7697000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041092-U/S,Cherry Creek Upstream of CO0041092 Pinery Water and Waste District,River/Stream,"Upstream of Pinery 002A discharge to Cherry Creek, along the east Bank of Cherry Creek",10190003,,,,,39.4633000000,-104.7793000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041254-EFF,CO0041254 Keenesburg WWTF Effluent,Facility Municipal Sewage (POTW),,10190003,,,,,40.1023000000,-104.5160000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041351-D/S,S Platte River D/S CO0041351 Western Sugar Fort Morgan,River/Stream,,10190012,,,,,40.2676830000,-103.7945830000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041351-EFF,CO0041351 Western Sugar Fort Morgan Effluent,Facility Industrial,,10190012,,,,,40.2666000000,-103.8000000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041351-U/S,S Platte River U/S CO0041351 Western Sugar Fort Morgan,River/Stream,,10190012,,,,,40.2676830000,-103.8293160000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041432-EFF,Morrison,Facility Municipal Sewage (POTW),"Morrison, Bear Creek segment 1b",10190002,,,,,39.6541000000,-105.1796000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,059,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041521-EFF,CO0041521 Will-O-Wisp Metro District WWTF Effluent,Facility Municipal Sewage (POTW),,10190002,,,,,39.4493000000,-105.4108000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,093,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041700-D/S,St Vrain Creek Downstream of CO0041700,River/Stream,Downstream of discharge point,10190005,,,,,40.1860830000,-104.9279750000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041700-EFF,CO0041700 St Vrain SD Discharge point,Facility Municipal Sewage (POTW),Discharge point/St. Vrain Sanitaion District. Coordinates updated 10/12/18 based on Google Earth coordinates for discharge structure north of the facility. Previous coordinates were approximately 0.5 degrees longitude further east.,10190005,,,,,40.1846030000,-104.9307060000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041700-U/S,St Vrain Creek Upstream of CO0041700,River/Stream,Upstream of discharge point,10190005,,,,,40.1835990000,-104.9327490000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0041785-EFF,CO0041785 Wolf Creek Ski Area Effluent,Facility Privately Owned Non-industrial,Facility Private TW,13010001,,,,,37.4763890000,-106.7975000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,079,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0042030-D/S,"Monument Creek UMCRWWTF, station:UMCRWWTF_DWNSTRM",River/Stream,"UMCRWWTF_DWNSTRM Monument Creek at USGS Station 07103780, downstream of Upper Monument Creek WWTF. USGS Transit Loss Node 7",11020003,,,,,39.0310280000,-104.8466110000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0042030-EFF,"CO0042030 Upper Monument Creek WWTF, station:UMCRWWTF_EFF",Facility Municipal Sewage (POTW),"UMCRWWTFUMCRWWTF_EFFUpper Monument WWTF Effluent, CO0042030 001-A; USGS Transit Loss Node 6",11020003,,,,,39.0429330000,-104.8527000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0042030-U/S,"Monument Creek UMCRWWTF, station:UMCRWWTF_UPSTRM",River/Stream,UMCRWWTF_UPSTRMMonument Creek upstream of Upper Monument WWTF,11020003,,,,,39.0421780000,-104.8525190000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0042528-EFF,CO0042528 Milliken WWTP Effluent,Facility Municipal Sewage (POTW),,10190003,,,,,40.3367000000,-104.3836000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0042617-EFF,CO0042617 Horizons Care Center Effluent,Facility Privately Owned Non-industrial,,14020005,,,,,38.8199010000,-107.9820020000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,029,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043010-D/S,Coal Creek d/s of CO0043010 Superior Metro District 1,River/Stream,,10190005,,,,,40.0554410000,-105.0479630000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043010-EFF,CO0043010 Superior Metro District 1 Effluent,Facility Municipal Sewage (POTW),,10190005,,,,,39.9367730000,-105.1403090000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,013,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043010-U/S,Rock Creek u/s CO0043010 Superior Metro District 1,River/Stream,,10190005,,,,,39.9368480000,-105.1377340000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,013,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043320-EFF,CO0043320 Galeton Water and San District WWTF Effluent,Facility Municipal Sewage (POTW),,10190008,,,,,40.5162000000,-104.5836530000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043397-EFF,CO0043397 Ouray WWTF Effluent,Facility Municipal Sewage (POTW),,14030003,,,,,37.9811420000,-107.8362000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,113,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043745-EFF,CO0043745 Cucharas WSD Effluent Discharge,Facility Municipal Sewage (POTW),Primary Effluent Discharge,11020006,,,,,37.3888890000,-105.0913890000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,055,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0043958-EFF,Leprino Foods Fort Morgan Outfall,Facility Industrial,Outfall 001A,10190012,,,,,40.2729920000,-103.7243710000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044211-EFF,CO0044211 Teller County Wastewater Effluent,Facility Municipal Sewage (POTW),,10190002,,,,,38.9560000000,-105.1340000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,119,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044270-D/S,S Platte River Downstream of CO-0044270-001A at PLABALCO-Colorado DWR,River/Stream,Cooper Bridge at Snyder,10190012,,,,,40.3576390000,-103.5286110000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044270-EFF,Cargill Meat Solutions Facility Effluent,Facility Industrial,Outfall,10190012,,,,,40.2670000000,-103.7800000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044270-U/S,S Platte River Upstream of CO0044270-001A at 06759500-USGS,River/Stream,Fort Morgan Bridge,10190012,,,,,40.2688000000,-103.8014020000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044458-EFF,CO0044458 Alamosa Effluent,Facility Municipal Sewage (POTW),,13010002,,,,,37.4594930000,-105.8532690000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,003,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044458-U/S,Rio Grande at Alamosa u/s of CO0044458 Alamosa,River/Stream,CO. Division of Water Resources,13010002,,,,,37.4808330000,-105.8780560000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,003,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044849-D/S,Site3-Downstream of CO0044849 at river gage,River/Stream,So. Platte/Balzac-Cooper - KLR converted Lat/Long,10190012,,,,,40.3576390000,-103.5286110000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044849-EFF,CO0044849 Fort Morgan WWTF Effluent Discharge,Facility Municipal Sewage (POTW),Plant Effluent,10190012,,,,,40.2725000000,-103.7458330000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044849-U/S,Site2- Upstream of CO0044849 at river gage,River/Stream,South Platte/Weldona - KLR converted Lat/Long,10190003,,,,,40.3214170000,-103.9204060000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,087,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0044903-EFF,CO0044903 Hotchkiss Effluent,Facility Municipal Sewage (POTW),Discharge to receiving stream. Currently point 001,14020004,,,,,38.7876590000,-107.7351840000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,029,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045420-AUX,"BLUE RIVER AT BLUE RIVER, CO",River/Stream,,14010002,,,,,39.4558330000,-106.0311110000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,117,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045501-EFF,CO0045501 Tabernash Meadows WSD Outfall 001A,Facility Municipal Sewage (POTW),Effluent sampled at UV discharge,14010001,,,,,39.9972000000,-105.8408000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,049,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045748-D/S,Arkansas River D/S of CO0045748 Buena Vista SD,River/Stream,Arkansas River downstream of BVDS WWTF discharge,11020001,,,,,38.5458300000,-106.0016700000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,015,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045748-EFF,CO0045748 Buena Vista SD Discharge Point 001A,Facility Municipal Sewage (POTW),"Facility discharges to the Arkansas River, Segment COARUA03",11020001,,,,,38.7999400000,-106.1045100000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,015,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045748-U/S,Arkansas River U/S of CO0045748 Buena Vista SD,River/Stream,Arkansas River upstream of BVDS WWTF discharge,11020001,,,,,38.8002900000,-106.1066900000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,015,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0045802-EFF,CO0045802 Oak Meadows WWTF Effluent,Facility Municipal Sewage (POTW),,14010004,,,,,39.4461110000,-107.3166670000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,045,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046094-EFF,CO0046094 Trinidad Correctional Facility Effluent,Facility Municipal Sewage (POTW),,11020010,,,,,37.2927000000,-104.2911000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,071,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046124-EFF,Spring Valley SD Dicharge CO0046124 001,Facility Municipal Sewage (POTW),Discharges to Landis Creek,14010004,,,,,39.4744280000,-107.2341750000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,045,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046221-EFF,CO0046221 Orica WWTF Effluent,Facility Municipal Sewage (POTW),,10190003,,,,,39.6493110000,-104.5960370000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,005,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046311-EFF,CO0046311 Fort Lyon Correctional Facility WWTF Outfall 001A,Facility Municipal Sewage (POTW),Outfall 001A following disinfection and prior to mixing with the receiving stream,11020009,,,,,38.0719440000,-103.1295830000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,011,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046370-EFF,CO0046370 Redstone WSD Discharge 001,Facility Municipal Sewage (POTW),Crystal River,14010004,,,,,39.1944440000,-107.2336110000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,097,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046451-EFF,CO0046451 Town of Wellington WWTF Effluent,Facility Municipal Sewage (POTW),,10190007,,,,,40.6749500000,-104.9892000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,069,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046507-D/S,Cherry Creek D/S of CO0046507 Parker North WRF,River/Stream,Downstream of 0046507 003A discharge - Cherry Creek C,10190003,,,,,39.5566300000,-104.7852600000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046507-EFF,CO0046507 Parker Noth WRF Discharge 003A to Sulphur Gulch,Facility Municipal Sewage (POTW),Discharge CO 0046507 003A to Sulphur Gulch,10190003,,,,,39.5173600000,-104.7773300000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046507-U/S,Cherry Creek U/S of CO0046507 Parker North WRF,River/Stream,Upstream of CO 0046507 003A discharge - OCS,10190003,,,,,39.4678900000,-104.7688900000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,035,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046523-EFF,CO0046523 Penrose San. Dist. Effluent,Facility Municipal Sewage (POTW),,11020002,,,,,38.4188890000,-105.0708330000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,043,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046566-EFF,CO0046566 Devil's Thumb Ranch Discharge Point 001A,Facility Municipal Sewage (POTW),,14010001,,,,,39.9710000000,-105.7841000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,049,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046574-EFF,Clear Creek HS CO0046574 Effluent,Facility Municipal Sewage (POTW),,10190004,,,,,39.7199000000,-105.4074000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,019,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046663-D/S,Little Thompson R D/S of CO0046663 Berthoud WWTF,River/Stream,30 ' down stream of 001A,10190006,,,,,40.2946000000,-105.0477000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046663-EFF,Effluent CO0046663 Berthoud WWTF,Facility Municipal Sewage (POTW),,10190006,,,,,40.2945000000,-105.0479000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046663-U/S,Little Thompson River U/S of CO0046663 Berthoud WWTF,River/Stream,in stream,10190006,,,,,40.2946000000,-105.0479000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046761-D/S,North Clear Creek D/S of CO0046761 Black Hawk/Central City SD,River/Stream,,10190004,,,,,39.7473800000,-105.3985330000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,047,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046761-EFF,CO0046761 Black Hawk/Central City SD Eff,Facility Municipal Sewage (POTW),,10190004,,,,,39.7607000000,-105.4168170000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,047,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046761-U/S,North Clear Creek U/S of CO0046761 Black Hawk/Central City SD,River/Stream,,10190004,,,,,39.7606800000,-105.4187500000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,047,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046850-D/S,"COLOSU, Monument Creek station:COLOSU_JDPWWTF_DWNSTRM",River/Stream,COLOSU_JDPWWTF_DWNSTRMUSGS Gage 07104905 - Monument Creek downstream of JD Phillips WWTP discharge,11020003,,,,,38.8372220000,-104.8288890000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046850-EFF,"COLOSU, station:COLOSU_JDPWWTF_EFF",Facility Municipal Sewage (POTW),"COLOSU_JDPWWTF_EFFColorado Springs Utilities JD Phillips Waste Water Treatment Plant EFFLUENT (Permit CO-0046850); Monument Creek, Segment 6. COARFO6",11020003,,,,,38.8900000000,-104.8250000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046850-U/S,"COLOSU, Monument Creek station:COLOSU_JDPWWTF_UPSTRM",River/Stream,COLOSU_JDPWWTF_UPSTRMUSGS Gage 07104000 - Monument Creek upstream of JD Phillips WWTP discharge,11020003,,,,,38.9177780000,-104.8180560000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046876-EFF,CO0046876 Town of Mead WWTF Effluent,Facility Municipal Sewage (POTW),,10190003,,,,,40.1354000000,-104.5813000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,123,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046914-EFF,CO0046914 Baca Grande WSD Aspen Institute WWTF Effluent Discharge,Facility Municipal Sewage (POTW),,13010003,,,,,37.9796840000,-105.7136160000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,109,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0046965-EFF,CO0046965 Spring Valley WWTF Effluent,Facility Municipal Sewage (POTW),,10190003,,,,,39.4911000000,-104.5680000000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,039,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0047058-EFF,Johnstown WWTP - Low Point Effluent,Facility Municipal Sewage (POTW),,10190006,,,,,40.3844900000,-104.9604700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,069,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0047091-D/S,"WMHMD, station:WMHMD_DWNSTRM",River/Stream,WMHMD_DWNSTRMReceiving stream crosses Garett Road,11020004,,,,,38.9111360000,-104.5829750000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0047091-EFF,"WMHMD, station:WMHMD_EFF",Facility Municipal Sewage (POTW),WMHMD_EFFWoodman Hills WWTP 001A Discharge (Discharge Permit Number = CO-0047091),11020004,,,,,38.9699030000,-104.5918220000,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,08,041,,,,,,,,,,STORET
